world_config_id,socket_id,resource_id,resource_descriptor,purity,assignment_source,source_game_build,source_sha256
default_502094,BP_FrackingSatellite80,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite81,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite82,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite83,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite84,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite85,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite86,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite87,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite88,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite89,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite9,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite90,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite91,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite92,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite93,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite94,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite95,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite96,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite97,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite98,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite99,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite_2,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode100,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode101_1893,sam,Desc_SAM_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode101_UAID_40B076DF2F79E6D901_1551800812,sam,Desc_SAM_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode101_UAID_40B076DF2F79E7D901_2125168992,sam,Desc_SAM_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode102_2068,limestone,Desc_Stone_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode103,limestone,Desc_Stone_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode104,limestone,Desc_Stone_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode105_2463,iron,Desc_OreIron_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode106,iron,Desc_OreIron_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode107,iron,Desc_OreIron_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode108,iron,Desc_OreIron_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode109,iron,Desc_OreIron_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_ResourceNode110,limestone,Desc_Stone_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
