source_id,resource_id,purity,source_kind,east_m,north_m,up_m,base_mk1_rate_min,produces_resource,parent_source_id,world_scope,provenance
standard_node_025,iron,pure,node,-2308.53,1151.24,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_133,copper,impure,node,-2669.04,1333.55,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_186,limestone,pure,node,-2790.2,1862.94,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_201,limestone,pure,node,-2216.97,1047.36,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_203,limestone,pure,node,-2817.61,1347.04,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_204,limestone,pure,node,-2061.73,1416.89,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_214,limestone,pure,node,-2803.06,1813.63,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_268,limestone,pure,node,-2273.31,1582.78,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_336,coal,normal,node,-2754.56,1658.7,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_338,coal,normal,node,-2656.94,1625.71,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_357,coal,impure,node,-2810.34,1426.95,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_358,coal,impure,node,-2717.93,1462.29,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_426,sulfur,normal,node,-2130.23,1700.21,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite21,nitrogen_gas,pure,well_sat,-2536.7944,1871.5162,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite22,nitrogen_gas,pure,well_sat,-2546.9242,1910.7262,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite24,nitrogen_gas,pure,well_sat,-2519.5817,1915.6581,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite25,nitrogen_gas,normal,well_sat,-2498.9939,1903.8127,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite26,nitrogen_gas,pure,well_sat,-2494.4939,1882.1627,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite27,nitrogen_gas,pure,well_sat,-2509.3672,1846.7919,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite51_1,nitrogen_gas,pure,well_sat,-2539.6872,1892.1419,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser_C_UAID_40B076DF2F792EE001_1257671809,geothermal_geyser,normal,geyser,-2133.28,1606.55,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser_C_UAID_40B076DF2F792FE001_1083532997,geothermal_geyser,normal,geyser,-2098.62,1596.44,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_006,iron,pure,node,-1524.9,457.87,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_007,iron,pure,node,-1667.31,265.66,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_008,iron,pure,node,-1704.48,283.21,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_130,copper,pure,node,-1480.08,301.85,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_189,limestone,normal,node,-1334.45,352.4,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_190,limestone,normal,node,-1457.81,319.69,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_192,limestone,normal,node,-1732.49,1121.73,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_196,limestone,normal,node,-1295.99,969.56,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_200,limestone,normal,node,-1290.15,395.41,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_316,caterium,pure,node,-1784.91,797.88,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_343,coal,normal,node,-648.43,77.38,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_370,coal,pure,node,-1136.16,504.5,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_371,coal,pure,node,-1076.4,523.76,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_381,coal,pure,node,-1077.94,-318.55,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_385,coal,pure,node,-1132.16,441.45,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_397,sam,impure,node,-808.7,324.19,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_400,sam,impure,node,-1436.12,-207.28,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_442,bauxite,normal,node,-1505.75,0.23,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser15,geothermal_geyser,pure,geyser,-1422.9335999999998,613.8332,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser18,geothermal_geyser,normal,geyser,-1388.6989,579.5296,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser_C_UAID_40B076DF2F7967E001_1786196831,geothermal_geyser,normal,geyser,-925.34,671.92,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser_C_UAID_40B076DF2F796AE001_1661824368,geothermal_geyser,normal,geyser,-1730.0,-295.32,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_ResourceNodeGeyser_C_UAID_40B076DF2F796AE001_1928280369,geothermal_geyser,normal,geyser,-1697.93,-204.66,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_287,crude_oil,normal,node,-2290.54,-780.58,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_288,crude_oil,normal,node,-2324.69,-628.38,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_305,crude_oil,pure,node,-2450.49,-905.88,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_306,crude_oil,pure,node,-2525.34,-698.13,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_390,sam,normal,node,-1818.14,-890.77,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D7DF01_1933830510,crude_oil,normal,well_sat,-2606.2577,-725.7322,,60,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D7DF01_2053713511,crude_oil,impure,well_sat,-2619.4146,-704.7451,,30,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1587984689,crude_oil,normal,well_sat,-2643.7275,-760.5947,,60,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1704280690,crude_oil,pure,well_sat,-2661.9474,-752.2737,,120,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1999134691,crude_oil,impure,well_sat,-2633.4179,-723.5980999999999,,30,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingSatellite61_UAID_40B076DF2F79D9DF01_1230935868,crude_oil,normal,well_sat,-2653.7823,-724.9336999999999,,60,true,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_011,iron,normal,node,-1907.87,1176.9,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_021,iron,normal,node,-1869.02,1183.4,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_022,iron,normal,node,-1879.33,1146.24,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_187,limestone,pure,node,-1780.99,1652.42,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_386,sam,normal,node,-1821.83,1423.67,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_411,raw_quartz,normal,node,-1942.3,1404.22,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_421,raw_quartz,pure,node,-1719.86,1441.46,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_245,limestone,normal,node,-1643.81,-648.41,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_246,limestone,normal,node,-1672.01,-612.98,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_319,caterium,pure,node,-1533.87,-822.52,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_346,coal,normal,node,-1410.72,-396.62,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_356,coal,impure,node,-1447.46,-644.19,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_376,coal,pure,node,-1484.3,-563.1,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_453,bauxite,pure,node,-1773.67,-449.99,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_137,copper,normal,node,-1663.57,1296.28,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_188,limestone,pure,node,-1650.02,1332.78,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_420,raw_quartz,pure,node,-1673.6,1456.83,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_009,iron,pure,node,-1105.88,1351.53,,120,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_138,copper,normal,node,-1633.54,1920.97,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_307,caterium,normal,node,-1354.68,1746.82,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_324,coal,normal,node,-996.04,1468.23,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_341,coal,normal,node,-1077.39,1306.4,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_353,coal,normal,node,-1101.09,1291.6,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_354,coal,normal,node,-1026.3,1403.2,,60,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
standard_node_459,uranium,impure,node,-1327.72,1875.79,,30,true,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,crude_oil,normal,well_core,-2615.72,-747.05,,0,false,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
BP_FrackingCore4,nitrogen_gas,normal,well_core,-2513.95,1870.71,,0,false,,rocky_desert_known_subset,rocky_desert_functional_district_assignments.csv; rocky_desert_district_nearby_inventory_800m.csv
