fixture_foundation_id,instance_index,class_path,x_cm,y_cm,z_cm,east_m,north_m,origin_elevation_m,foundation_height_m,top_elevation_m,quat_x,quat_y,quat_z,quat_w,scale_x,scale_y,scale_z,recipe_path,save_build
fnd_0026,548,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-35199.99999513282,-500.0,-1536.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0027,549,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-35199.99999513282,-500.0,-1544.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0028,550,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-35199.99999513282,-500.0,-1552.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0029,551,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-35199.99999513282,-500.0,-1560.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0030,552,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-35199.99999513282,-500.0,-1568.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0031,553,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-35199.99999513282,-500.0,-1576.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0032,554,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-35199.99999513282,-500.0,-1584.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0033,555,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-35199.99999513282,-500.0,-1592.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0034,556,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-35199.99999513282,-500.0,-1600.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0035,557,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-34399.99999513282,-500.0,-1536.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0036,558,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-34399.99999513282,-500.0,-1544.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0037,559,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-34399.99999513282,-500.0,-1552.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0038,560,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-34399.99999513282,-500.0,-1560.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0039,561,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-34399.99999513282,-500.0,-1568.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0040,562,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-34399.99999513282,-500.0,-1576.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0041,563,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-34399.99999513282,-500.0,-1584.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0042,564,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-34399.99999513282,-500.0,-1592.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0043,565,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-34399.99999513282,-500.0,-1600.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0044,566,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-34399.99999513282,-500.0,-1608.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0045,567,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-33599.99999513282,-500.0,-1536.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0046,568,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-32799.99999513282,-500.0,-1536.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0047,569,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-33599.99999513282,-500.0,-1544.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0048,570,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-32799.99999513282,-500.0,-1544.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0049,571,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-33599.99999513282,-500.0,-1552.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0050,572,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-32799.99999513282,-500.0,-1552.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0051,573,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-33599.99999513282,-500.0,-1560.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0052,574,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-32799.99999513282,-500.0,-1560.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0053,575,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-33599.99999513282,-500.0,-1568.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0054,576,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-32799.99999513282,-500.0,-1568.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0055,577,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-33599.99999513282,-500.0,-1576.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0056,578,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-32799.99999513282,-500.0,-1576.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0057,579,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-33599.99999513282,-500.0,-1584.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0058,580,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-32799.99999513282,-500.0,-1584.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0059,581,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-33599.99999513282,-500.0,-1592.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0060,582,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-32799.99999513282,-500.0,-1592.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0061,583,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-33599.99999513282,-500.0,-1600.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0062,584,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-32799.99999513282,-500.0,-1600.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0063,585,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-33599.99999513282,-500.0,-1608.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0064,586,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-32799.99999513282,-500.0,-1608.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,0.9999999999999999,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
fnd_0065,587,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-29599.99999513282,-500.0,-1536.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094
