fixture_foundation_id,instance_index,class_path,x_cm,y_cm,z_cm,east_m,north_m,origin_elevation_m,foundation_height_m,top_elevation_m,quat_x,quat_y,quat_z,quat_w,scale_x,scale_y,scale_z,recipe_path,save_build,terrain_elevation_m,terrain_provenance_code,terrain_provenance_name,top_clearance_m,is_component_edge,is_ground_surface_sample,is_cliff_or_overhead_top_surface
fnd_0013,535,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152000.0,-31999.99999513282,-500.0,-1520.0,319.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0014,536,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152000.0,-31199.99999513282,-500.0,-1520.0,311.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.099999904632568,1,landscape,3.0999999046325684,False,True,False
fnd_0015,537,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152000.0,-30399.99999513282,-500.0,-1520.0,303.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0016,538,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152000.0,-29599.99999513282,-500.0,-1520.0,295.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.199999809265137,1,landscape,3.1999998092651367,False,True,False
fnd_0017,539,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152000.0,-28799.99999513282,-500.0,-1520.0,287.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,True,True,False
fnd_0018,540,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-33599.99999513282,-500.0,-1528.0,335.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0019,541,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-32799.99999513282,-500.0,-1528.0,327.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0020,542,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-31999.99999513282,-500.0,-1528.0,319.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0021,543,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-31199.99999513282,-500.0,-1528.0,311.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.099999904632568,1,landscape,3.0999999046325684,False,True,False
fnd_0022,544,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-30399.99999513282,-500.0,-1528.0,303.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0023,545,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-29599.99999513282,-500.0,-1528.0,295.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0024,546,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-28799.99999513282,-500.0,-1528.0,287.9999999513282,-5.0,4.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,1.2999999523162842,4,cliff,-4.299999952316284,True,False,True
fnd_0025,547,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-152800.0,-35199.99999513282,-500.0,-1528.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0026,548,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-35199.99999513282,-500.0,-1536.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.299999237060547,4,cliff,-32.29999923706055,True,False,True
fnd_0027,549,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-35199.99999513282,-500.0,-1544.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.399999618530273,4,cliff,-32.39999961853027,True,False,True
fnd_0028,550,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-35199.99999513282,-500.0,-1552.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.5,4,cliff,-32.5,True,False,True
fnd_0029,551,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-35199.99999513282,-500.0,-1560.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.200000762939453,4,cliff,-32.20000076293945,True,False,True
fnd_0030,552,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-35199.99999513282,-500.0,-1568.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0031,553,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-35199.99999513282,-500.0,-1576.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,True,True,False
fnd_0032,554,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-35199.99999513282,-500.0,-1584.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0033,555,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-35199.99999513282,-500.0,-1592.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0034,556,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-35199.99999513282,-500.0,-1600.0,351.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0035,557,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-34399.99999513282,-500.0,-1536.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.600000381469727,5,"cliff, direct",-32.60000038146973,False,False,True
fnd_0036,558,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-34399.99999513282,-500.0,-1544.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.5,4,cliff,-32.5,False,False,True
fnd_0037,559,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-34399.99999513282,-500.0,-1552.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.5,5,"cliff, direct",-32.5,False,False,True
fnd_0038,560,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-34399.99999513282,-500.0,-1560.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.0,4,cliff,-32.0,False,False,True
fnd_0039,561,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-34399.99999513282,-500.0,-1568.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.200000762939453,4,cliff,-31.200000762939453,False,False,True
fnd_0040,562,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-34399.99999513282,-500.0,-1576.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0041,563,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-34399.99999513282,-500.0,-1584.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0042,564,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-34399.99999513282,-500.0,-1592.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0043,565,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-34399.99999513282,-500.0,-1600.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0044,566,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-34399.99999513282,-500.0,-1608.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0045,567,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-33599.99999513282,-500.0,-1536.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,False,True,False
fnd_0046,568,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-32799.99999513282,-500.0,-1536.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.199999809265137,1,landscape,3.1999998092651367,False,True,False
fnd_0047,569,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-33599.99999513282,-500.0,-1544.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.299999237060547,5,"cliff, direct",-31.299999237060547,False,False,True
fnd_0048,570,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-32799.99999513282,-500.0,-1544.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.700000762939453,4,cliff,-31.700000762939453,False,False,True
fnd_0049,571,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-33599.99999513282,-500.0,-1552.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0050,572,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-32799.99999513282,-500.0,-1552.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,27.899999618530273,4,cliff,-30.899999618530273,False,False,True
fnd_0051,573,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-33599.99999513282,-500.0,-1560.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0052,574,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-32799.99999513282,-500.0,-1560.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.0,4,cliff,-31.0,False,False,True
fnd_0053,575,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-33599.99999513282,-500.0,-1568.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,29.0,4,cliff,-32.0,False,False,True
fnd_0054,576,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-32799.99999513282,-500.0,-1568.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0055,577,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-33599.99999513282,-500.0,-1576.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.300000190734863,1,landscape,3.3000001907348633,False,True,False
fnd_0056,578,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-32799.99999513282,-500.0,-1576.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.899999618530273,4,cliff,-31.899999618530273,False,False,True
fnd_0057,579,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-33599.99999513282,-500.0,-1584.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
