recipe_id,display_name,is_alternate,manufacturing_duration_sec,manual_manufacturing_multiplier,gameplay_tags,full_name,producer_count,game_build_id,source_id
Recipe_SteelPipe_C,Steel Pipe,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_SteelPipe.Recipe_SteelPipe_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IngotSteel_C,Steel Ingot,false,4.0,3.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Smelter/Recipe_IngotSteel.Recipe_IngotSteel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_2_C,Versatile Framework,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_2.Recipe_SpaceElevatorPart_2_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Silica_C,Silica,false,8.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Silica.Recipe_Silica_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ResidualFuel_C,Residual Fuel,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_ResidualFuel.Recipe_ResidualFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Plastic_C,Plastic,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_Plastic.Recipe_Plastic_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CircuitBoard_C,Circuit Board,false,8.0,1.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_CircuitBoard.Recipe_CircuitBoard_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Rubber_C,Rubber,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_Rubber.Recipe_Rubber_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ResidualRubber_C,Residual Rubber,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_ResidualRubber.Recipe_ResidualRubber_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LiquidFuel_C,Fuel,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_LiquidFuel.Recipe_LiquidFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ResidualPlastic_C,Residual Plastic,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_ResidualPlastic.Recipe_ResidualPlastic_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PetroleumCoke_C,Petroleum Coke,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PetroleumCoke.Recipe_PetroleumCoke_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_EncasedIndustrialBeam_C,Encased Industrial Beam,false,10.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_EncasedIndustrialBeam.Recipe_EncasedIndustrialBeam_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Motor_C,Motor,false,12.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_Motor.Recipe_Motor_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Stator_C,Stator,false,12.0,1.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_Stator.Recipe_Stator_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_3_C,Automated Wiring,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_3.Recipe_SpaceElevatorPart_3_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Quickwire_C,Quickwire,false,5.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Quickwire.Recipe_Quickwire_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_QuartzCrystal_C,Quartz Crystal,false,8.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_QuartzCrystal.Recipe_QuartzCrystal_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CrystalOscillator_C,Crystal Oscillator,false,120.0,0.300000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_CrystalOscillator.Recipe_CrystalOscillator_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpikedRebar_C,Iron Rebar,false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_SpikedRebar.Recipe_SpikedRebar_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NitricAcid_C,Nitric Acid,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Blender/Recipe_NitricAcid.Recipe_NitricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Nobelisk_C,Nobelisk,false,6.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_Nobelisk.Recipe_Nobelisk_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PlutoniumFuelRod_C,Plutonium Fuel Rod,false,240.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_PlutoniumFuelRod.Recipe_PlutoniumFuelRod_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PlutoniumCell_C,Encased Plutonium Cell,false,12.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_PlutoniumCell.Recipe_PlutoniumCell_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PressureConversionCube_C,Pressure Conversion Cube,false,60.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_PressureConversionCube.Recipe_PressureConversionCube_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Plutonium_C,Plutonium Pellet,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/HadronCollider/Recipe_Plutonium.Recipe_Plutonium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NonFissileUranium_C,Non-Fissile Uranium,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Blender/Recipe_NonFissileUranium.Recipe_NonFissileUranium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CopperDust_C,Copper Powder,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_CopperDust.Recipe_CopperDust_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_9_C,Nuclear Pasta,false,120.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_9.Recipe_SpaceElevatorPart_9_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedNitricAcid_C,Packaged Nitric Acid,false,2.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedNitricAcid.Recipe_PackagedNitricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageNitricAcid_C,Unpackage Nitric Acid,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageNitricAcid.Recipe_UnpackageNitricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_TimeCrystal_C,Time Crystal,false,10.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_TimeCrystal.Recipe_TimeCrystal_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Diamond_C,Diamonds,false,2.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/HadronCollider/Recipe_Diamond.Recipe_Diamond_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SAMFluctuator_C,SAM Fluctuator,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_SAMFluctuator.Recipe_SAMFluctuator_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IngotSAM_C,Reanimated SAM,false,2.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Smelter/Recipe_IngotSAM.Recipe_IngotSAM_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Coal_Iron_C,Coal (Iron),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Coal_Iron.Recipe_Coal_Iron_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Coal_Limestone_C,Coal (Limestone),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Coal_Limestone.Recipe_Coal_Limestone_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Copper_Quartz_C,Copper Ore (Quartz),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Copper_Quartz.Recipe_Copper_Quartz_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Iron_Limestone_C,Iron Ore (Limestone),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Iron_Limestone.Recipe_Iron_Limestone_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Quartz_Coal_C,Raw Quartz (Coal),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Quartz_Coal.Recipe_Quartz_Coal_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FicsiteMesh_C,Ficsite Trigon,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_FicsiteMesh.Recipe_FicsiteMesh_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FicsiteIngot_Iron_C,Ficsite Ingot (Iron),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_FicsiteIngot_Iron.Recipe_FicsiteIngot_Iron_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FicsiteIngot_AL_C,Ficsite Ingot (Aluminum),false,2.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_FicsiteIngot_AL.Recipe_FicsiteIngot_AL_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FicsiteIngot_CAT_C,Ficsite Ingot (Caterium),false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_FicsiteIngot_CAT.Recipe_FicsiteIngot_CAT_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_10_C,Biochemical Sculptor,false,120.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_10.Recipe_SpaceElevatorPart_10_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Bauxite_Copper_C,Bauxite (Copper),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Bauxite_Copper.Recipe_Bauxite_Copper_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Nitrogen_Bauxite_C,Nitrogen Gas (Bauxite),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Nitrogen_Bauxite.Recipe_Nitrogen_Bauxite_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Quartz_Bauxite_C,Raw Quartz (Bauxite),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Quartz_Bauxite.Recipe_Quartz_Bauxite_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Caterium_Copper_C,Caterium Ore (Copper),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Caterium_Copper.Recipe_Caterium_Copper_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Caterium_Quartz_C,Caterium Ore (Quartz),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Caterium_Quartz.Recipe_Caterium_Quartz_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Nitrogen_Caterium_C,Nitrogen Gas (Caterium),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Nitrogen_Caterium.Recipe_Nitrogen_Caterium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Bauxite_Caterium_C,Bauxite (Caterium),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Bauxite_Caterium.Recipe_Bauxite_Caterium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Copper_Sulfur_C,Copper Ore (Sulfur),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Copper_Sulfur.Recipe_Copper_Sulfur_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Limestone_Sulfur_C,Limestone (Sulfur),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Limestone_Sulfur.Recipe_Limestone_Sulfur_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Sulfur_Coal_C,Sulfur (Coal),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Sulfur_Coal.Recipe_Sulfur_Coal_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Sulfur_Iron_C,Sulfur (Iron),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Sulfur_Iron.Recipe_Sulfur_Iron_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Uranium_Bauxite_C,Uranium Ore (Bauxite),false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/ResourceConversion/Recipe_Uranium_Bauxite.Recipe_Uranium_Bauxite_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SyntheticPowerShard_C,Synthetic Power Shard,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/QuantumEncoder/Recipe_SyntheticPowerShard.Recipe_SyntheticPowerShard_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DarkEnergy_C,Dark Matter Residue,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_DarkEnergy.Recipe_DarkEnergy_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_QuantumEnergy_C,Excited Photonic Matter,false,3.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_QuantumEnergy.Recipe_QuantumEnergy_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DarkMatter_C,Dark Matter Crystal,false,2.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/HadronCollider/Recipe_DarkMatter.Recipe_DarkMatter_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SuperpositionOscillator_C,Superposition Oscillator,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/QuantumEncoder/Recipe_SuperpositionOscillator.Recipe_SuperpositionOscillator_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_TemporalProcessor_C,Neural-Quantum Processor,false,20.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/QuantumEncoder/Recipe_TemporalProcessor.Recipe_TemporalProcessor_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_12_C,AI Expansion Server,false,15.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_12.Recipe_SpaceElevatorPart_12_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedRocketFuel_C,Packaged Rocket Fuel,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedRocketFuel.Recipe_PackagedRocketFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageRocketFuel_C,Unpackage Rocket Fuel,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageRocketFuel.Recipe_UnpackageRocketFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_RocketFuel_C,Rocket Fuel,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Blender/Recipe_RocketFuel.Recipe_RocketFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IonizedFuel_C,Ionized Fuel,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_IonizedFuel.Recipe_IonizedFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedIonizedFuel_C,Packaged Ionized Fuel,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedIonizedFuel.Recipe_PackagedIonizedFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageIonizedFuel_C,Unpackage Ionized Fuel,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageIonizedFuel.Recipe_UnpackageIonizedFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HeatSink_C,Heat Sink,false,8.0,1.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_HeatSink.Recipe_HeatSink_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CoolingSystem_C,Cooling System,false,10.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Blender/Recipe_CoolingSystem.Recipe_CoolingSystem_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FusedModularFrame_C,Fused Modular Frame,false,40.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Blender/Recipe_FusedModularFrame.Recipe_FusedModularFrame_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GasTank_C,Empty Fluid Tank,false,1.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_GasTank.Recipe_GasTank_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedNitrogen_C,Packaged Nitrogen Gas,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedNitrogen.Recipe_PackagedNitrogen_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageNitrogen_C,Unpackage Nitrogen Gas,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageNitrogen.Recipe_UnpackageNitrogen_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ElectromagneticControlRod_C,Electromagnetic Control Rod,false,30.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_ElectromagneticControlRod.Recipe_ElectromagneticControlRod_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_6_C,Magnetic Field Generator,false,120.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_6.Recipe_SpaceElevatorPart_6_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UraniumCell_C,Encased Uranium Cell,false,12.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_UraniumCell.Recipe_UraniumCell_C,1,docs_a81d250e96aa,local_game_docs_en_us
