recipe_id,display_name,building_class,building_display_name,produced_amount,ingredient_count,gameplay_tags,full_name,game_build_id,source_id
Recipe_BlueprintDesigner_C,Blueprint Designer Mk.1,Desc_BlueprintDesigner_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_BlueprintDesigner.Recipe_BlueprintDesigner_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_BlueprintDesigner_Mk2_C,Blueprint Designer Mk.2,Desc_BlueprintDesigner_MK2_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_BlueprintDesigner_Mk2.Recipe_BlueprintDesigner_Mk2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_BlueprintDesigner_Mk3_C,Blueprint Designer Mk.3,Desc_BlueprintDesigner_MK3_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_BlueprintDesigner_Mk3.Recipe_BlueprintDesigner_Mk3_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CandyCaneDecor_C,FICSMAS Candy Cane,Desc_CandyCaneDecor_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Buildings/CandyCaneDecor/Recipe_CandyCaneDecor.Recipe_CandyCaneDecor_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_Cross_C,Catwalk Intersection,Desc_CatwalkCross_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_Cross.Recipe_Catwalk_Cross_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_Ramp_C,Catwalk Ramp,Desc_CatwalkRamp_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_Ramp.Recipe_Catwalk_Ramp_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_Stairs_C,Catwalk Stairs,Desc_CatwalkStairs_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_Stairs.Recipe_Catwalk_Stairs_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_Straight_C,Straight Catwalk,Desc_CatwalkStraight_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_Straight.Recipe_Catwalk_Straight_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_T_C,Catwalk T-Junction,Desc_CatwalkT_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_T.Recipe_Catwalk_T_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Catwalk_Turn_C,Catwalk Corner,Desc_CatwalkTurn_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Catwalks/Recipe_Catwalk_Turn.Recipe_Catwalk_Turn_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CeilingLight_C,Ceiling Light,Desc_CeilingLight_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_CeilingLight.Recipe_CeilingLight_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CentralStorage_C,Dimensional Depot Uploader,Desc_CentralStorage_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_CentralStorage.Recipe_CentralStorage_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ChainLinkFence_C,Construction Fence,Desc_ChainLinkFence_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Fence/Recipe_ChainLinkFence.Recipe_ChainLinkFence_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Concrete_Barrier_01_C,Road Barrier,Desc_Concrete_Barrier_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Fence/Recipe_Concrete_Barrier_01.Recipe_Concrete_Barrier_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConstructorMk1_C,Constructor,Desc_ConstructorMk1_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConstructorMk1.Recipe_ConstructorMk1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Converter_C,Converter,Desc_Converter_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_Converter.Recipe_Converter_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorAttachmentMergerPriority_C,Priority Merger,Desc_ConveyorAttachmentMergerPriority_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorAttachmentMergerPriority.Recipe_ConveyorAttachmentMergerPriority_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorAttachmentMerger_C,Conveyor Merger,Desc_ConveyorAttachmentMerger_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorAttachmentMerger.Recipe_ConveyorAttachmentMerger_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorAttachmentSplitterProgrammable_C,Programmable Splitter,Desc_ConveyorAttachmentSplitterProgrammable_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorAttachmentSplitterProgrammable.Recipe_ConveyorAttachmentSplitterProgrammable_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorAttachmentSplitterSmart_C,Smart Splitter,Desc_ConveyorAttachmentSplitterSmart_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorAttachmentSplitterSmart.Recipe_ConveyorAttachmentSplitterSmart_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorAttachmentSplitter_C,Conveyor Splitter,Desc_ConveyorAttachmentSplitter_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorAttachmentSplitter.Recipe_ConveyorAttachmentSplitter_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk1_C,Conveyor Belt Mk.1,Desc_ConveyorBeltMk1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk1.Recipe_ConveyorBeltMk1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk2_C,Conveyor Belt Mk.2,Desc_ConveyorBeltMk2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk2.Recipe_ConveyorBeltMk2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk3_C,Conveyor Belt Mk.3,Desc_ConveyorBeltMk3_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk3.Recipe_ConveyorBeltMk3_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk4_C,Conveyor Belt Mk.4,Desc_ConveyorBeltMk4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk4.Recipe_ConveyorBeltMk4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk5_C,Conveyor Belt Mk.5,Desc_ConveyorBeltMk5_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk5.Recipe_ConveyorBeltMk5_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorBeltMk6_C,Conveyor Belt Mk.6,Desc_ConveyorBeltMk6_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorBeltMk6.Recipe_ConveyorBeltMk6_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorCeilingAttachment_C,Conveyor Ceiling Mount,Desc_ConveyorCeilingAttachment_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorCeilingAttachment.Recipe_ConveyorCeilingAttachment_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk1_C,Conveyor Lift Mk.1,Desc_ConveyorLiftMk1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk1.Recipe_ConveyorLiftMk1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk2_C,Conveyor Lift Mk.2,Desc_ConveyorLiftMk2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk2.Recipe_ConveyorLiftMk2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk3_C,Conveyor Lift Mk.3,Desc_ConveyorLiftMk3_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk3.Recipe_ConveyorLiftMk3_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk4_C,Conveyor Lift Mk.4,Desc_ConveyorLiftMk4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk4.Recipe_ConveyorLiftMk4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk5_C,Conveyor Lift Mk.5,Desc_ConveyorLiftMk5_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk5.Recipe_ConveyorLiftMk5_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorLiftMk6_C,Conveyor Lift Mk.6,Desc_ConveyorLiftMk6_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorLiftMk6.Recipe_ConveyorLiftMk6_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorMonitor_C,Conveyor Throughput Monitor,Desc_ConveyorMonitor_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorMonitor.Recipe_ConveyorMonitor_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorPoleStackable_C,Stackable Conveyor Pole,Desc_ConveyorPoleStackable_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorPoleStackable.Recipe_ConveyorPoleStackable_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorPoleWall_C,Conveyor Wall Mount,Desc_ConveyorPoleWall_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorPoleWall.Recipe_ConveyorPoleWall_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorPole_C,Conveyor Pole,Desc_ConveyorPole_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ConveyorPole.Recipe_ConveyorPole_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ConveyorWallHole_C,Conveyor Wall Hole,Desc_ConveyorWallHole_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/ConveyorHole/Recipe_ConveyorWallHole.Recipe_ConveyorWallHole_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CyberWagon_C,Cyber Wagon,Desc_CyberWagon_C,Cyber Wagon,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Vehicle/Recipe_CyberWagon.Recipe_CyberWagon_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_AsphaltInCorner_8x4_C,Inverted Inner Corner Quarter Pipe,Desc_DownQuarterPipeInCorner_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_DownQuarterPipe_AsphaltInCorner_8x4.Recipe_DownQuarterPipe_AsphaltInCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_AsphaltOutCorner_8x4_C,Inverted Outer Corner Quarter Pipe,Desc_DownQuarterPipeOutCorner_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_DownQuarterPipe_AsphaltOutCorner_8x4.Recipe_DownQuarterPipe_AsphaltOutCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_Asphalt_8x4_C,Inverted Quarter Pipe,Desc_DownQuarterPipe_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_DownQuarterPipe_Asphalt_8x4.Recipe_DownQuarterPipe_Asphalt_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_ConcreteInCorner_8x4_C,Inverted Inner Corner Quarter Pipe,Desc_DownQuarterPipeInCorner_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_DownQuarterPipe_ConcreteInCorner_8x4.Recipe_DownQuarterPipe_ConcreteInCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_ConcreteOutCorner_8x4_C,Inverted Outer Corner Quarter Pipe,Desc_DownQuarterPipeOutCorner_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_DownQuarterPipe_ConcreteOutCorner_8x4.Recipe_DownQuarterPipe_ConcreteOutCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_ConcretePolishedInCorner_8x4_C,Inverted Inner Corner Quarter Pipe,Desc_DownQuarterPipeInCorner_ConcretePolished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_DownQuarterPipe_ConcretePolishedInCorner_8x4.Recipe_DownQuarterPipe_ConcretePolishedInCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_ConcretePolishedOutCorner_8x4_C,Inverted Outer Corner Quarter Pipe,Desc_DownQuarterPipeOutCorner_ConcretePolished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_DownQuarterPipe_ConcretePolishedOutCorner_8x4.Recipe_DownQuarterPipe_ConcretePolishedOutCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_ConcretePolished_8x4_C,Inverted Quarter Pipe,Desc_DownQuarterPipe_ConcretePolished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_DownQuarterPipe_ConcretePolished_8x4.Recipe_DownQuarterPipe_ConcretePolished_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_Concrete_8x4_C,Inverted Quarter Pipe,Desc_DownQuarterPipe_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_DownQuarterPipe_Concrete_8x4.Recipe_DownQuarterPipe_Concrete_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_GripInCorner_8x4_C,Inverted Inner Corner Quarter Pipe,Desc_DownQuarterPipeInCorner_Grip_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_DownQuarterPipe_GripInCorner_8x4.Recipe_DownQuarterPipe_GripInCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_GripOutCorner_8x4_C,Inverted Outer Corner Quarter Pipe,Desc_DownQuarterPipeOutCorner_Grip_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_DownQuarterPipe_GripOutCorner_8x4.Recipe_DownQuarterPipe_GripOutCorner_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DownQuarterPipe_Grip_8x4_C,Inverted Quarter Pipe,Desc_DownQuarterPipe_Grip_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_DownQuarterPipe_Grip_8x4.Recipe_DownQuarterPipe_Grip_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DroneStation_C,Drone Port,Desc_DroneStation_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_DroneStation.Recipe_DroneStation_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_DroneTransport_C,Drone,Desc_DroneTransport_C,Drone,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_DroneTransport.Recipe_DroneTransport_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ElevatorFloorStop_C,Elevator Floor Stop,Desc_ElevatorFloorStop_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Elevator/Recipe_ElevatorFloorStop.Recipe_ElevatorFloorStop_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Elevator_C,Personnel Elevator,Desc_Elevator_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Elevator/Recipe_Elevator.Recipe_Elevator_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Explorer_C,Explorer,Desc_Explorer_C,Explorer,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Vehicle/Recipe_Explorer.Recipe_Explorer_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Fence_01_C,Industrial Railing,Desc_Fence_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Fence/Recipe_Fence_01.Recipe_Fence_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Flat_Frame_01_C,Frame Floor,Desc_Flat_Frame_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Flat_Frame_01.Recipe_Flat_Frame_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FloodlightPole_C,Flood Light Tower,Desc_FloodlightPole_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_FloodlightPole.Recipe_FloodlightPole_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FloodlightWall_C,Wall-Mounted Flood Light,Desc_FloodlightWall_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_FloodlightWall.Recipe_FloodlightWall_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FluidTruckStation_C,Fluid Truck Station,Desc_FluidTruckStation_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_FluidTruckStation.Recipe_FluidTruckStation_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FluidTruck_C,Fluid Truck,Desc_FluidTruck_C,Fluid Truck,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Vehicle/Recipe_FluidTruck.Recipe_FluidTruck_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FoundationGlass_01_C,Glass Frame Foundation,Desc_FoundationGlass_01_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_FoundationGlass_01.Recipe_FoundationGlass_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FoundationPassthrough_Hypertube_C,Hypertube Floor Hole,Desc_FoundationPassthrough_Hypertube_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Factory/FoundationPassthrough/Recipe_FoundationPassthrough_Hypertube.Recipe_FoundationPassthrough_Hypertube_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FoundationPassthrough_Lift_C,Conveyor Lift Floor Hole,Desc_FoundationPassthrough_Lift_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Factory/FoundationPassthrough/Recipe_FoundationPassthrough_Lift.Recipe_FoundationPassthrough_Lift_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FoundationPassthrough_Pipe_C,Pipeline Floor Hole,Desc_FoundationPassthrough_Pipe_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Factory/FoundationPassthrough/Recipe_FoundationPassthrough_Pipe.Recipe_FoundationPassthrough_Pipe_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_8x1_01_C,Foundation (1 m),Desc_Foundation_8x1_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x1_01.Recipe_Foundation_8x1_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_8x2_01_C,Foundation (2 m),Desc_Foundation_8x2_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x2_01.Recipe_Foundation_8x2_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_8x4_01_C,Foundation (4 m),Desc_Foundation_8x4_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Asphalt_8x1_C,Foundation (1 m),Desc_Foundation_Asphalt_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_Foundation_Asphalt_8x1.Recipe_Foundation_Asphalt_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
