schematic_id,dependency_schematic_id,dependency_class,require_all,game_build_id
CBG_QuarterPipes_GripMetal_C,ResourceSink_CurvedFoundationPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Asphalt_C,ResourceSink_Customizer_Asphalt_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Asphalt_C,ResourceSink_CurvedFoundationPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Coated_C,ResourceSink_CurvedFoundationPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_ExtensionQuarterPipes_Polished_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_ExtensionQuarterPipes_Polished_C,ResourceSink_QuarterPipeExtensions_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Half_Foundations_Polished_C,ResourceSink_HalfFoundations_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Half_Foundations_Polished_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Coated_C,ResourceSink_DiagonalRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Asphalt_C,ResourceSink_Customizer_Asphalt_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Asphalt_C,ResourceSink_DiagonalRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Concrete_C,ResourceSink_DiagonalRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Metal_C,ResourceSink_Customizer_GripMetal_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Corners_Metal_C,ResourceSink_DiagonalRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Asphalt_C,ResourceSink_Customizer_Asphalt_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Asphalt_C,ResourceSink_FoundationExpansionPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Coated_C,ResourceSink_FoundationExpansionPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Concrete_C,ResourceSink_FoundationExpansionPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Metal_C,ResourceSink_Customizer_GripMetal_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Double_Metal_C,ResourceSink_FoundationExpansionPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Asphalt_C,ResourceSink_Customizer_Asphalt_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Asphalt_C,ResourceSink_InvertedCornerRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Coated_C,ResourceSink_InvertedCornerRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Concrete_C,ResourceSink_InvertedCornerRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Metal_C,ResourceSink_Customizer_GripMetal_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_InvCorners_Metal_C,ResourceSink_InvertedCornerRamps_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Coated_C,ResourceSink_InvertedRampPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Concrete_C,ResourceSink_InvertedRampPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Metal_C,ResourceSink_Customizer_GripMetal_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Ramps_Inverted_Metal_C,ResourceSink_InvertedRampPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_FrameworkFoundations_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
CBG_Stairs_Coated_C,ResourceSink_Customizer_PolishedConcrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Coated_C,ResourceSink_FoundationStairs_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Asphalt_C,ResourceSink_Customizer_Asphalt_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Asphalt_C,ResourceSink_FoundationStairs_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Concrete_C,ResourceSink_FoundationStairs_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Metal_C,ResourceSink_Customizer_GripMetal_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Stairs_Metal_C,ResourceSink_FoundationStairs_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Concrete_C,ResourceSink_Customizer_Concrete_FoundationMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_QuarterPipes_Concrete_C,ResourceSink_CurvedFoundationPack_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_CyberWagon_C,ResourceSink_CyberWagon_Unlock_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_WallPowerPolesMK3_C,Research_Caterium_6_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
CBG_Concrete_Walls_Conveyor_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Conveyor_C,ResourceSink_ConveryWalls_Normal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_ConcreteWallMaterial_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
CBG_Concrete_Walls_DiagonalDown_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_DiagonalDown_C,ResourceSink_Diagonal_Down_Wallset_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_DiagonalDown_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_DiagonalDown_C,ResourceSink_Diagonal_Down_Wallset_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_SteelWallMaterial_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_SteelWallMaterial_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Conveyor_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Conveyor_C,ResourceSink_ConveryWalls_Normal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_DiagonalUp_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_DiagonalUp_C,ResourceSink_Diagonal_Up_WallSet_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_DiagonalUp_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_DiagonalUp_C,ResourceSink_Diagonal_Up_WallSet_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Doors_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Doors_C,ResourceSink_DoorWalls_Normal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Doors_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Doors_C,ResourceSink_DoorWalls_Normal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_WindowedWalls_C,Research_Quartz_1_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
CBG_Concrete_Walls_Windows_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Windows_C,ResourceSink_WindowedWalls_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_WIndows_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_WIndows_C,ResourceSink_Diagonal_Up_WallSet_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Gates_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Gates_C,ResourceSink_GateWalls_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Gates_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Gates_C,ResourceSink_GateWalls_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Tilted_C,ResourceSink_Customizer_SteelWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Steel_Walls_Tilted_C,ResourceSink_Tilted_Walls_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Tilted_C,ResourceSink_Customizer_ConcreteWallMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Concrete_Walls_Tilted_C,ResourceSink_Tilted_Walls_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_HyperTubeWallAttachements_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_PipelineWallAttachments_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_PipelineFloorHole_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_WallPowerPolesMK2_C,Research_Caterium_4_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_StreetLight_C,Research_Caterium_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CeilingLight_C,Research_Caterium_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_CeilingLight_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_LightTower_C,Research_Caterium_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_LightTower_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Basic_Steel_C,ResourceSink_Customizer_SteelRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Basic_Steel_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_SteelRoofMaterial_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_SteelRoofMaterial_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Steel_C,ResourceSink_Customizer_SteelRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Steel_C,ResourceSink_Roofs_Corners_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Glass_C,ResourceSink_Customizer_GlassRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Glass_C,ResourceSink_Roofs_Corners_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_GlassRoofMaterial_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_GlassRoofMaterial_C,Research_Quartz_1_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Basic_Glass_C,ResourceSink_Customizer_GlassRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Basic_Glass_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Tar_C,ResourceSink_Customizer_TarRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Corners_Tar_C,ResourceSink_Roofs_Corners_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Customizer_TarRoofMaterial_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
CBG_Roofs_Basic_Tar_C,ResourceSink_Customizer_TarRoofMaterial_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
CBG_Roofs_Basic_Tar_C,ResourceSink_Roofs_Basic_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PersonnelElevator_C,Research_Quartz_1_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PersonnelElevator_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_NoIndicator_PipelineMK2_C,5_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_NoIndicator_PipelineMK1_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_LightControlPanel_C,Research_Caterium_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_LabelSigns_C,Research_Quartz_1_1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_HyperTubeFloorHole_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_GoldenCart_C,ResourceSink_GoldenCart_Unlock_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_FrameWindows_C,Research_Quartz_1_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_FrameWindows_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_FramePillarSet_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_DisplaySigns_C,Research_Quartz_1_1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_ConveyorMonitor_C,Research_Quartz_2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Checkmark_C,ResourceSink_CyberWagon_Unlock_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_BillboardSigns_C,Research_Quartz_1_1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_BillboardSigns_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_BeamSet_Cables_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_BeamSet2_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_BeamSet_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_Caterium_PaintFinish_C,Research_Caterium_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CarbonSteel_PaintFinish_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_Purchasable_HardDrive_C,5_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_TimeCrystal_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_SyntheticPowerShard_C,Research_PowerSlugs_6_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_SuperPositionOscillator_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_RocketFuel_C,Research_Sulfur_RocketFuel_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_NeuralQuantumProcessor_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_IonizedFuel_C,Research_Sulfur_IonizedFuel_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_FicsiteTrigon_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_PressureConversionCube_C,5_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_FusedModularFrame_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_EmptyFluidTank_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_ElectromagneticControlRod_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CopperPowder_C,5_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CoolingSystem_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_TurboMotor_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_SuperComputer_C,Research_Caterium_6_1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_SuperComputer_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_Silica_C,Research_Quartz_1_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_Silica_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_RadioControlUnit_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_HeatSink_C,2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_Battery_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_AluminumCasing_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_AlcladSheet_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PolymerResin_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
Schematic_Alternate_EnrichedCoal_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
Schematic_Alternate_EnrichedCoal_C,Research_Sulfur_0_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
Schematic_Alternate_TurboFuel_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
Schematic_Alternate_TurboFuel_C,Schematic_Alternate_EnrichedCoal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PackagedTurboFuel_C,Research_Sulfur_TurboFuel_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PackagedFuel_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PackagedBiofuel_C,4_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_HeavyModularFrame_C,2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Computer_C,2_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_SmokelessPowder_C,Research_Sulfur_3_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Rubber_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Plastic_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_PetroleumCoke_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Motor_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_HighSpeedConnector_C,Research_Caterium_5_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_HighSpeedConnector_C,4_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_EmptyCanister_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_CrystalOscillator_C,Research_Quartz_2_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CrystalOscillator_C,1_C,BP_SchematicPurchasedDependency_C,False,docs_a81d250e96aa
ResourceSink_CircuitBoard_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_Stator_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_EncasedIndustrialBeam_C,1_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
ResourceSink_CompactedCoal_C,Research_Sulfur_CompactedCoal_C,BP_SchematicPurchasedDependency_C,True,docs_a81d250e96aa
